   CITY                       ,   LAT,    LON,25-Aug,26-Aug,27-Aug,28-Aug,29-Aug,30-Aug,31-Aug,1-Sep,Totals,Sum,IsSum_Total_Same?
RIVERSIDE                     ,30.86,-95.4,0.2,,,,,1.08,,,1.28,1.28,1
Riverside 2.0 WNW,30.856037,95.43094,0.1,0.05,10.6,10.2,1.02,0.33,0,0,22.3,22.3,1
ROANOKE                       ,33,-97.23,,,0.04,0.05,0,0,,,0.09,0.09,1
ROARING SPRINGS               ,33.94,-100.85,,,0,0,,,,,0,0,1
ROBERT LEE                    ,31.89,-100.5,,,,0,,,,,0,0,1
Robstown 6.2 ENE,27.845392,97.574259,,,,,,0,0,0,0,0,1
Rock Springs 12 NE,30.13,-100.07,,,,,,,,,0.12,0,0
Rockdale 3.6 SSW,30.608123,97.031704,,,7.7,3.83,0.15,,,,11.68,11.68,1
Rockne 1.9 NNW,30.02176,97.441031,0.15,3.1,14,3.38,,,,,20.63,20.63,1
ROCKPORT                      ,28.09,-97.04,1.04,1.84,,,,,,,2.88,2.88,1
Rockport 0.6 N,28.049727,97.053149,1.43,,,,,,,,1.43,1.43,1
Rockport 3.0 NNW,28.082497,97.062612,,,,,0,0,0,0,0,0,1
Rocksprings 11.8 ENE,30.0649,100.0230333,1.46,0.01,0.09,0.39,0.02,0,0,0,1.97,1.97,1
Rocksprings 5.4 NW,30.06525,100.2825,1.28,0,0.06,0.04,0.01,0,0,0,1.39,1.39,1
Rocksprings 6.2 S,29.92843,100.20705,1.62,0,0,0.04,,,,0,1.66,1.66,1
Rocksprings 8.5 WSW,29.966556,100.342389,0.47,0,0,0.03,0,0,0,0,0.5,0.5,1
Rocksprings 8.9 SE,29.942675,100.0902667,1.14,,0.04,0.28,0,0,0,0,1.46,1.46,1
Rockwall 1.6 NNE,32.942655,96.446929,0.17,0,0,0.51,0,0,0,0,0.68,0.68,1
Rockwall 2.0 NW,32.94484,96.479505,0,0.11,0.01,0.27,0.09,0,0,0,0.48,0.48,1
Rockwall 3.1 SSW,32.8831558227539,96.484260559082,0,0.18,0,0,0,0,0,,0.18,0.18,1
Rollingwood 2.8 SW,30.24929,97.82408,0,1.33,4.4,1.28,0.02,0,0,0,7.03,7.03,1
Roman Forest 1.9 ENE,30.191082,95.131592,,,,,,,0,0,0,0,1
Romayor/Trinity River,30.425,-94.8506,,,,,,,,,30.1,0,0
Ropesville 5.8 NNW,33.4922,102.1883,,,,,0.05,,,,0.05,0.05,1
ROSANKY                  1 W,29.93,-97.31,0.11,2.77,11.38,6.47,0.01,0,,,20.74,20.74,1
Rosanky 4.5 N,29.995499,97.28603,0.02,3.29,13.26,5.03,0.02,0,0,0,21.62,21.62,1
Roscoe 3.5 WNW,32.46778,100.594688,0,0.36,0,0,0,0,0,0,0.36,0.36,1
Rosebud 5.4 W,31.073691,97.065871,,,1.95,0.9,,,,,2.85,2.85,1
Rosebud 6.9 WNW,31.125266,97.075107,0,0.55,0.95,0.82,0,0,0,0,2.32,2.32,1
Rosebud 7.0 WNW,31.109021,97.086567,0,0.33,1.5,0.79,0,0,0,,2.62,2.62,1
Rotan 0.3 S,32.84942,100.464345,,1.2,0,0,0,0,0,0,1.2,1.2,1
ROUND MOUNTAIN          10 WNW,30.45,-98.34,0,0.3,2.02,0.87,0,,,,3.19,3.19,1
ROUND MOUNTAIN          11 WNW,30.48,-98.51,0,0.05,1.46,0.41,0,,,,1.92,1.92,1
Round Mountain 1 NE,30.44,-98.34,,,,,,,,,3.17,0,0
Round Mountain 12.7 ESE,30.346942,98.167634,,0.9,1.5,0.77,,,,,3.17,3.17,1
Round Mountain 2 S,30.4,-98.34,,,,,,,,,3.41,0,0
Round Mountain 8 WSW,30.4,-98.42,,,,,,,,,2.71,0,0
Round Rock,30.51,-97.68,,,,,,,,,7,0,0
Round Rock #17,,,,,,,,,,,5.16,0,0
Round Rock 1.3 ESE,30.51214,97.650886,,0.69,4.04,1.72,0.05,0,0,,6.5,6.5,1
Round Rock 1.6 WSW,30.508275,97.697191,0.02,0.65,4.44,1.48,0.03,0,0,0,6.62,6.62,1
Round Rock 2 ESE,30.5,-97.65,,,,,,,,,4.27,0,0
Round Rock 2 NW,30.53,-97.7,,,,,,,,,4.02,0,0
Round Rock 2.1 SW,30.495682,97.69659,,,4.4,,,,,,4.4,4.4,1
Round Rock 2.2 ESE,30.50213,97.63992,0,0.84,4.56,2.04,0.04,0,0,0,7.48,7.48,1
Round Rock 2.5 WNW,30.525168,97.712866,0.12,0.34,1.97,0.73,0.04,0,,,3.2,3.2,1
Round Rock 3.0 NE,30.5518321990967,97.6398468017578,0.01,0.82,4.4,2.1,0.04,0,0,0,7.37,7.37,1
Round Rock 3.3 SE,30.49,97.627,,1.16,5.01,2.08,0,0,0,0,8.25,8.25,1
Round Rock 3.8 NNW,30.568875,97.694563,0.34,,,,0.01,0,0,0,0.35,0.35,1
Round Rock 4.6 E,30.517925,97.594367,,0.8,4.12,2.36,0.06,0,,,7.34,7.34,1
Round Top 0.2 W,30.064774,96.698263,,6.5,7.25,7.78,0.08,,,,21.61,21.61,1
Rowlett 2.3 NW,32.932145,96.57692,0,0.02,0.02,0.29,0,0,0,0,0.33,0.33,1
Rule 0.5 NW,33.186956,99.89936,0,0.68,0,0,0,0,0,0,0.68,0.68,1
Rummel Creek @ Brittmoore Road,29.778606,-95.570092,1.04,9.2,16.32,6.24,1.6,0,0,,34.4,34.4,1
Runaway Bay 0.7 SSW,33.165748,97.872689,0.16,0,0,0,0,0,0,0,0.16,0.16,1
RUNGE                         ,28.89,-97.7,0.52,2.75,1.31,0.87,,,,,5.45,5.45,1
Rush Ditch at Hwy 1663,29.86013,-94.4524,1.74,2.75,14.65,10.04,14.01,2.01,0,,45.2,45.20,1
Rusk 3.8 SW,31.75232166667,95.1847116667,,,,,0.32,,,,0.32,0.32,1
Rusty Allen AP,30.5,-97.97,,,,,,,,,3.87,0,0
SABINAL                       ,29.36,-99.49,0,0,0.14,0,,,,,0.14,0.14,1
Sabinal 0.5 NNE,29.328152,99.465336,0,0,0.14,0,0,0,0,0,0.14,0.14,1
Sabine Pass 10 NW,29.83,-94.01,,,,,,,,,20.28,0,0
Sabine Pass 12 WNW,29.8,-94.08,,,,,,,,,36.3,0,0
Sabine Pass 12 WSW,29.66,-94.08,,,,,,,,,27.99,0,0
Sabine Pass 18 WSW,29.63,-94.17,,,,,,,,,34.37,0,0
Sabine Pass 3 NW,29.76,-93.93,,,,,,,,,35.87,0,0
Sabine Pass 9 WSW,29.68,-94.03,,,,,,,,,26.69,0,0
Sabine Ranch @ Ditch 550,29.76583,-94.17389,1.81,3.23,5.63,6.53,19.81,3.58,0,,40.59,40.59,1
Sachse 0.4 NE,32.978515625,96.5763549804688,0,0.13,,,,,0,0,0.13,0.13,1
Sachse 1.0 NE,32.9847221374512,96.5674438476563,0,0.11,0,0.01,0.02,0,0,,0.14,0.14,1
Sadler 3.2 N,33.7292671203613,96.850456237793,0.17,0.02,0,0,,,,,0.19,0.19,1
Saginaw 1.0 SSW,32.8526,97.3729,1.9,0,0.09,1.13,0,0,0,0,3.12,3.12,1
Saginaw 1.5 WNW,32.872948,97.389048,1.54,0.14,0.15,0.84,,,,,2.67,2.67,1
Salado 1.0 WSW,30.94612,97.541044,,,,,0,,,,0,0,1
Salado 1.5 S,30.929356,97.523966,0.1,0.35,2.13,0.66,0,0,0,0,3.24,3.24,1
Salado 2.4 NNW,30.9834651947021,97.5361938476563,0,0.24,1.48,0.52,,,,,2.24,2.24,1
Salado 5.5 SW,30.887436,97.580148,0.29,0.27,2.02,0.85,,0,0,0,3.43,3.43,1
Salado 5.7 WNW,30.9720642864704,97.6173515617847,0.02,,1.86,0.34,,,,,2.22,2.22,1
SAN ANGELO                    ,31.46,-100.44,,,0.23,,,,,,0.23,0.23,1
SAN ANGELO                    ,31.37,-100.49,,,0.18,0,,,,,0.18,0.18,1
SAN ANGELO                    ,31.37,-100.49,,,0.31,0,,,,,0.31,0.31,1
San Angelo 1.0 NNW,31.4600352197886,100.456501990557,0.48,0.11,,,,,,,0.59,0.59,1
San Angelo 12.1 NW,31.5770702362061,100.587577819824,0.13,,0.08,,,,,,0.21,0.21,1
San Angelo 2.2 WSW,31.431762,100.485319,0.88,0.48,0.09,,,,,,1.45,1.45,1
San Angelo 2.5 NW,31.4762,100.4769,1.48,0.02,0.28,0,0,0,0,0,1.78,1.78,1
San Angelo 2.5 SW,31.425357,100.487368,0.49,0.41,0.13,0,0,0,0,0,1.03,1.03,1
San Angelo 2.6 N,31.48429,100.4544,2.9,,0.13,,,,,,3.03,3.03,1
San Angelo 3.3 WSW,31.4220896,100.500319,0.38,0.24,0.17,,,,,,0.79,0.79,1
San Angelo 3.5 WSW,31.422788,100.505278,0.35,0.19,0.15,0.01,0,0,0,0,0.7,0.7,1
San Angelo 3.8 SW,31.403722,100.492934,,0,0.15,0,0,0,0,,0.15,0.15,1
San Angelo 4.0 S,31.3887,100.4405,0.06,,,,,,,,0.06,0.06,1
San Angelo 4.0 WSW,31.41803,100.511834,0.14,,,,0,0,0,0,0.14,0.14,1
San Angelo 5.5 SSW,31.3721935451031,100.488392114639,0.21,0,0.34,0,0,0,0,0,0.55,0.55,1
San Angelo 5.8 SSW,31.368629,100.488311,0.27,,0.26,,,,,,0.53,0.53,1
San Antonio 1 W,29.42,-98.51,,,,,,,,,1.31,0,0
San Antonio 10.1 SSE,29.3277,98.43057,,0.67,0.94,0.24,,0,,,1.85,1.85,1
San Antonio 13.0 W,29.4925168901682,98.7180536985397,0,0.12,0.14,0.05,0,0,0,0,0.31,0.31,1
San Antonio 14.1 W,29.4219722747803,98.736572265625,0,0.21,0.45,0.15,0,,,,0.81,0.81,1
San Antonio 3 S,29.37,-98.49,,,,,,,,,1.98,0,0
San Antonio 3 SSE,29.38,-98.48,,,,,,,,,1.66,0,0
San Antonio 5.1 W,29.46917,98.5883,0.9,,0.52,,,,,,1.42,1.42,1
San Antonio 7.8 NNW,29.56712,98.53499,0.13,0.43,1.18,,,,,,1.74,1.74,1
SAN ANTONIO 8 NNE,29.53,-98.45,0,0.34,1.77,0.26,,,,,2.37,2.37,1
San Antonio 8.0 NNW,29.5291058449486,98.552942276001,0.97,0.23,0.9,0.19,0,0,0,0,2.29,2.29,1
San Antonio 8.1 SSE,29.347416,98.460106,0.2,0.3,1.2,0.08,0,0,0,0,1.78,1.78,1
SAN ANTONIO Int'l AP            ,29.53,-98.47,0.25,0.37,1.39,0.18,,,,,2.19,2.19,1
San Antonio River,,,,,,,,,,,2.79,0,0
San Antonio River @ Mitchell St,,,,,,,,,,,1.5,0,0
San Antonio River @ South L,,,,,,,,,,,1.75,0,0
San Antonio/Medina River,29.26,-98.49,,,,,,,,,1.41,0,0
San Antonio/Salado Creek,,,,,,,,,,,3.66,0,0
San Antonio/Salado Creek,,,,,,,,,,,2.17,0,0
San Antonio/San Antonio River,,,,,,,,,,,1.6,0,0
SAN ANTONIO/Stinson          ,29.34,-98.47,0.14,0.21,1.09,0.19,,,,,1.63,1.63,1
SAN AUGUSTINE                 ,31.4,-94.15,0,0,0.76,3.28,1.26,2.7,,,8,8,1
San Benito 0.9 SSE,26.1243521,97.63061,0.06,0.16,0.23,0,0,0,0,0,0.45,0.45,1
San Benito 6.3 ENE,26.1715773493052,97.540669888258,0.14,0.05,0.16,0,0,0,0,0,0.35,0.35,1
San Benito 8.7 ENE,26.191896,97.50891,,,0.43,,,,,,0.43,0.43,1
San Diego 0.7 SW,27.7515066,98.2464282,0,0.5,0.7,0,,,,0,1.2,1.2,1
San Felipe 1.0 WNW,29.8028926276908,96.121105402708,0.01,5.65,5.31,9.19,3.12,0.01,0,0,23.29,23.29,1
San Jacinto River @ US 59,30.026775,-95.257999,0.44,6.04,16.6,5.56,4.4,0,0,,33.04,33.04,1
San Jacinto River @ US 90,29.876372,-95.093111,0.96,4.68,16.44,5.56,4.68,0,0,,32.32,32.32,1
San Leanna 0.1 SSE,30.14353333,97.81828333,0.04,1.34,6.2,1.4,0.01,,0,0,8.99,8.99,1
SAN MANUEL                    ,26.57,-98.12,,0,,0,0,,,,0,0,1
SAN MARCOS              16 W,29.87,-98.2,1.39,0.82,4.76,0.64,0,,,,7.61,7.61,1
San Marcos 1.2 NNW,29.8961200714111,97.9379653930664,,8.27,,,,,,,8.27,8.27,1
San Marcos 1.4 W (BurlesonSt),29.879722,97.953056,,,6.3,1.86,,,,,8.16,8.16,1
San Marcos 1.6 NW,29.893508,97.950368,0,,,0,0,0,0,0,0,0,1
San Marcos 1.8 NW,29.8949871063232,97.9528579711914,,1.44,6.15,1.84,,,,,9.43,9.43,1
San Marcos 1.8 SSW,29.857524,97.942134,0,1.35,5.55,2.18,0,0,,0,9.08,9.08,1
San Marcos 10.4 WNW,29.924627,98.094962,0.36,0.93,6.24,1.12,0.01,0,0,0,8.66,8.66,1
San Marcos 2.3 WNW,29.888798,97.966034,0,1.11,5.39,1.9,0.02,0,0,0,8.42,8.42,1
San Marcos 2.3 WNW,29.88801,97.96676,,1.2,5.59,1.84,0,0,0,0,8.63,8.63,1
San Marcos 2.8 WSW,29.862923,97.970345,0,1.37,6.88,2.21,0,0,0,0,10.46,10.46,1
San Marcos 2.9 WNW,29.902747,97.970787,0,1.2,6.07,2.07,0,0,0,0,9.34,9.34,1
San Marcos 4.1 WSW,29.8535842895508,97.9905395507813,0,,,,0,,,0,0,0,1
San Marcos 4.3 N,29.9424218,97.93584108,,1.15,6.51,2.03,,,,,9.69,9.69,1
San Marcos 5.8 N,29.96323,97.91802,0.03,2,5.64,2.06,0.02,,,,9.75,9.75,1
San Marcos 6.3 WSW,29.846387,98.028662,0,0.95,4.87,1.8,0.01,0,0,0,7.63,7.63,1
San Marcos 6.6 SSW,29.7879092395306,97.9589060693979,,,3.83,,,,,,3.83,3.83,1
San Marcos 6.8 SSW,29.78895,97.96928,0,1.26,5.84,2.17,0.04,0,0,0,9.31,9.31,1
San Marcos 7.1 S,29.7777494,97.9414282,,,,1.6,,0,,,1.6,1.6,1
San Marcos 7.1 W,29.890382,98.047654,,1.08,6.77,1.69,,,,,9.54,9.54,1
San Marcos 8.1 W,29.901528,98.062052,0,0.93,5.1,1.38,0,0,0,0,7.41,7.41,1
SAN SABA                      ,31.21,-98.72,0,0,0.07,0.9,0,,,,0.97,0.97,1
SAN SABA                 4 SW,31.16,-98.76,0,0,0.06,0.35,0,,,,0.41,0.41,1
SAN SABA                 6 S,31.11,-98.71,0,0,0.16,0.45,0,,,,0.61,0.61,1
SAN SABA                 7 NW,31.28,-98.76,0.14,0,0,0.43,0.13,,,,0.7,0.7,1
SAN SABA                 8 E,31.22,-98.56,0.02,0,0.05,0.21,0.01,,,,0.29,0.29,1
SAN SABA                 8 W,31.18,-98.86,0.03,0,0.14,0.68,0.14,,,,0.99,0.99,1
SAN SABA                 9 E,31.22,-98.58,,,0.11,0.22,,,,,0.33,0.33,1
SAN SABA                15 SW,31.08,-98.92,0,0,0.28,0.91,0.05,,,,1.24,1.24,1
San Saba 7.3 ENE,31.242511,98.614646,0.31,0,0.12,0.22,0,0,0,0,0.65,0.65,1
San Ygnacio 2.3 SE,27.0188,99.4136,0.04,0.08,0,0.03,0,0,0,0,0.15,0.15,1
SAN_MARCOS_(AWOS)             ,29.9,-97.87,,1.37,5.91,,,,,,7.28,7.28,1
Sandia 5.1 NNW,28.08472222,97.91722222,0,3.55,0,0,0,0,0,0,3.55,3.55,1
SANDY HARBOR                  ,30.56,-98.43,0,0.01,0.72,0.26,0,,,,0.99,0.99,1
Sanger 1.8 WSW,33.350424,97.206263,0.49,0.08,0,0,0,0,0,0,0.57,0.57,1
Sanger 5.4 NW,33.407,97.25222,0.19,0.05,0,0,0,0,0,0,0.24,0.24,1
Santa Fe,29.3644,-95.1255,,,,Partial,,,,,18.67,0,0
Santa Fe 0.7 S,29.37156,95.099,2.92,5.12,19.38,5.75,11.85,1.68,0,0,46.7,46.70,1
Santa Fe 2.5 S,29.3457,95.0926,,,,,,0,0,,0,0,1
Santa Fe 3 ENE,29.39,-95.05,,,,,,,,,54.77,0,0
SANTA ROSA               3 WNW,26.27,-97.87,,0.14,,0,0,,,,0.14,0.14,1
SARGENT                  1 ENE,28.84,-95.66,2.01,3.86,0.96,2.62,3.19,0.03,0,,12.67,12.67,1
SARITA                   7 E,27.22,-97.68,0.97,1.3,,,,,,,2.27,2.27,1
Sarita 5 W,27.21,-97.88,,0.93,,,,,,,0.93,0.93,1
Scenic Oaks 0.8 SW,29.701292,98.684133,0,0.17,0.95,0.47,0,0,0,0,1.59,1.59,1
Schertz 1 N,29.57,-98.27,,,,,,,,,2.89,0,0
Schertz 2.2 N,29.585565,98.255353,0,1.34,1.94,0.43,0.02,0,0,0,3.73,3.73,1
Schertz 4.5 NNE,29.618943,98.247171,0,0.68,2.54,0.4,0,0,0,0,3.62,3.62,1
SCHULENBURG              2 WNW,29.7,-96.95,,,0.04,,,,,,0.04,0.04,1
SCOTLAND                      ,33.66,-98.47,,,,0,0,,,,0,0,1
Seadrift 4.9 ENE,28.437781,96.638999,0.98,,0.77,,,,,,1.75,1.75,1
Sealy 0.3 WNW,29.775671,96.158141,0.21,5.45,4.53,8.26,3.28,0.01,0,0,21.74,21.74,1
Sealy 1.9 NNE,29.798744,96.139236,0.11,5.4,5.92,9.64,2.2,0.01,0,0,23.28,23.28,1
SEGUIN                   1 SSW,29.55,-97.97,,1.71,5.09,2,0,0,,,8.8,8.8,1
Seguin 0.6 SE,29.572204,97.963152,0,1.86,5.21,1.96,0,,0,0,9.03,9.03,1
Seguin 2.3 NE,29.607287,97.947222,0.02,1.41,4.13,1.87,0.01,0,0,,7.44,7.44,1
Seguin 2.7 ESE,29.56478333,97.9268,0.01,,,1.59,0.01,0,0,0,1.61,1.61,1
Seguin 3.1 ENE,29.594909,97.920522,,5.2,3.65,1.13,,,,0,9.98,9.98,1
Seguin 4.1 S,29.52,97.969,0.41,1.58,5.12,1.8,0.02,,,,8.93,8.93,1
Seguin 5.0 SSE,29.5118991,97.9377852,0.53,1.75,5.31,1.96,0.02,0,,0,9.57,9.57,1
Seguin 7.6 N,29.6879,97.9916,0,1.08,5.33,2.02,0.02,0,0,0,8.45,8.45,1
Seguin 9.4 SW,29.48377,98.080332,0,1.1,0,1.15,0.25,0,0,0,2.5,2.5,1
Seguin/Guadelupe River,29.55,-97.97,,,,,,,,,11.95,0,0
Selma 1 WNW,29.59,-98.33,,,,,,,,,0.48,0,0
Selma 1 WSW,29.57,-98.33,,,,,,,,,2.11,0,0
Selma/Cibolo Creek,29.59,-98.31,,,,,,,,,2.86,0,0
Seminole 0.7 W,32.7165,102.6647,,,0.1,,,,,,0.1,0.1,1
SEVEN SISTERS            9 N,28.13,-98.52,,0.93,1.1,,,,,,2.03,2.03,1
SEYMORE                 11 NW,33.7,-99.39,,,0,0,,,,,0,0,1
SEYMOUR                  1 NNW,33.61,-99.27,,,0,0,,,,,0,0,1
SEYMOUR                 16 NNE,33.76,-99.15,,,0,0,,,,,0,0,1
Shady Shores 3.9 N,33.219136,97.05318,0.21,0.03,0.02,0,0,0,0,0,0.26,0.26,1
Shafter 0.8 SSW,29.81062,104.30994,0,1.28,,0,0,0,0,0,1.28,1.28,1
Shallowater 0.4 ESE,33.68757,101.98533,0,0,0.08,0,0.07,,,,0.15,0.15,1
Shallowater 1.2 SSE,33.67375,101.98634,0,0.05,0,0,0,0,,0,0.05,0.05,1
Shavano Park 0.8 W,29.582248,98.56799,0.37,0.28,1.2,0.17,0,0,0,0,2.02,2.02,1
Shavano Park 1.1 W,29.5862,98.5739,0.28,0.12,1.57,0.22,,,,,2.19,2.19,1
Shavano Park 2 N,29.61,-98.55,,,,,,,,,1.13,0,0
Shavano Park 3.4 SW,29.5562210083008,98.6023483276367,0.29,0.32,0.79,0.17,,,,,1.57,1.57,1
Shavano Park 3.7 W,29.5850014686584,98.6171114444733,0.04,,0.94,0.27,,,,,1.25,1.25,1
SHELDON TX/Lake Houston,29.91,-95.14,0.04,,,,,,,,0.04,0.04,1
Sherman 3.6 NW,33.6543617248535,96.6551055908203,0.86,0,0,0,0,0,0,0,0.86,0.86,1
Sherman 5.1 WSW,33.589393,96.691144,1.31,0.01,,,,,,,1.32,1.32,1
Sherman 5.2 ESE,33.5903,96.5256,,,,,,,,0,0,0,1
Shiner 4.1 NE,29.4770217686892,97.1282862871885,1.15,3.26,10.5,5.1,0.35,0,0,0,20.36,20.36,1
Shiner 5.1 ESE,29.41122,97.09046,0.07,3.25,8,3.68,0.25,0,0,0,15.25,15.25,1
Shiner 5.8 ENE,29.473404,97.087892,1.23,2.66,10.05,5.12,0.13,,,,19.19,19.19,1
Sierra Blanca 12.9 N,31.3615,105.35355,0.06,0.21,,,,,,,0.27,0.27,1
SILVER VALLEY            6 NNE,32.03,-99.47,,,0.02,0,,,,,0.02,0.02,1
Sims Bayou @ Hiram-Clarke Road,29.6186,-95.445833,1.8,6.48,10.72,8.4,2.16,0,0,,29.56,29.56,1
Sims Bayou @ Martin Luther King Road,29.644783,-95.336798,1.32,8.52,10.72,9,3.44,0,0,,33,33,1
Sims Bayou @ SH 288,29.632178,-95.386657,1.36,5.16,11.72,9.08,2.96,0,0,,30.28,30.28,1
Sims Bayou @ Telephone Road,29.674494,-95.289014,1.2,9.68,13.56,9.08,4.08,0,0,,37.6,37.6,1
SISTERDALE                    ,29.98,-98.73,,0.41,0.56,0.13,0,,,,1.1,1.1,1
Sisterdale 5.7 N,30.060097,98.726236,,0.15,1.15,0.15,,,0,,1.45,1.45,1
SLATON                   5 SE,33.37,-101.6,,,0,0,,,,,0,0,1
SLAYTON                       ,33.46,-101.62,,,0,0,,,,,0,0,1
Slide 0.6 SSW,33.39862,101.93558,,,0.02,,,,,,0.02,0.02,1
Smith Gully @ SH 146,29.826742,-94.897975,0.92,4.72,27.36,5.08,4.56,0,0,,42.64,42.64,1
Smith Point Sewer,29.53245,-94.7697,1.97,2.84,6.26,6.37,5.87,0,0,,23.31,23.31,1
Smithson Valley 1 W,29.8,-98.36,,,,,,,,,5.46,0,0
SMITHVILLE                    ,30.02,-97.15,,,12.9,,,,,,12.9,12.9,1
SMITHVILLE                    ,30.01,-97.16,0,3.3,13.98,6.32,0.01,0,,,23.61,23.61,1
Smithville 2.2 N,30.039404,97.158282,,3.8,,,18.7,,,,22.5,22.5,1
Smithville 4.8 NNW,30.0683326721191,97.1940155029297,,2.42,10.05,4.55,,,,,17.02,17.02,1
Smithville 5.0 NNW,30.075434,97.177464,0.1,2.93,13.22,4.9,0,,,,21.15,21.15,1
Smithville 5.4 NNW,30.07943,97.194421,0.01,3.61,11,4.78,0.01,0,0,0,19.41,19.41,1
Smithville 5.7 W,29.995471,97.251181,0.28,3.55,8.2,5.01,0.02,0,0,0,17.06,17.06,1
Smithville 6.6 SE,29.948448,97.069428,0,3.99,9.17,8.4,0.16,0,,0,21.72,21.72,1
SNYDER                        ,32.71,-100.91,,,0,0,,,,,0,0,1
SNYDER                   3 E,32.72,-100.86,,,0,0,,,,,0,0,1
Snyder 10.6 W,32.739852,101.093853,,,,,0.08,,,,0.08,0.08,1
Socorro 2.0 WNW,31.650643,106.300244,,0,0,0,0,0,0,0,0,0,1
Socorro 2.3 SSW,31.609704,106.287451,0,0,0,0,0,0,0,0,0,0,1
SOMERVILLE               2 S,30.32,-96.53,,,5.92,5.76,2.29,0,,,13.97,13.97,1
Sonora                  24 E,30.56,-100.24,,,,0.49,,,,,0.49,0.49,1
Sonora 20 SSE,30.31,-100.5,,,,,,,,,0.17,0,0
South 11th Street Detention Pond,30.04722,-94.1392,0.98,0.94,7.25,3.94,20.43,4.92,0,,38.46,38.46,1
South China Road at Ditch 800,29.95861,-94.3461,0.35,2.09,9.53,7.44,15.27,3.31,0,,37.99,37.99,1
South China Road Ditch 608,30.02583,-94.33444,0.43,2.84,10.59,8.62,19.09,5.87,0,,47.44,47.44,1
South Houston 1 NW,29.67,-95.24,,,,,,,,,44.88,0,0
South Houston 3.0 S,29.617161,95.234062,,2.15,19.14,8.9,10.8,1.25,0,0,42.24,42.24,1
South Houston 4 NNE,29.7,-95.2,,,,,,,,,42.1,0,0
South Houston 4.0 SSW,29.607714,95.256128,0.27,3.43,20.84,6.05,13.01,1.31,0,0,44.91,44.91,1
South Mayde @ Greenhouse Road,29.802411,-95.703888,1,8.68,16.08,4.84,1.44,0,0,,32.04,32.04,1
South Mayde @ Morton Road,29.816945,-95.74048,0.84,9.2,17.4,4.4,1.32,0,0,,33.16,33.16,1
South Mayde Creek @ Peek Road,29.851108,-95.773611,0.8,8.72,17.96,4.2,1.16,0,0,,32.84,32.84,1
SOUTH PADRE ISLAND            ,26.67,-97.17,,1.8,0.6,0,0,,,,2.4,2.4,1
South Pine Island Road @ Ditch 607,30.03222,-94.25611,0.4,2.91,8.42,7.25,21.3,4.21,0,,44.49,44.49,1
South Plains 2.0 ENE,34.232,101.276,0,0.01,0.19,0,0.03,0,0,0,0.23,0.23,1
Southlake 1.7 NE,32.9721,97.1293,,,0.07,0.95,0,0,0,0,1.02,1.02,1
Southlake 3.2 NNW,32.9984,97.1614,0.08,0.07,0,0,0,0,0,0,0.15,0.15,1
Southmayd 2.6 W,33.620278,96.765833,0.22,,,,,,,,0.22,0.22,1
SPEAKS                        ,29.28,-96.69,,4,,,,,,,4,4,1
SPEAKS                   4 N,29.32,-96.71,,,0,,,,,,0,0,1
SPICEWOOD                1 S,30.48,-98.16,0.15,0.64,0.75,0.39,0,,,,1.93,1.93,1
SPICEWOOD                4 S,30.42,-98.16,0.32,0.37,2.07,0.71,0,,,,3.47,3.47,1
SPICEWOOD                5 SE,30.37,-98.1,0.03,0.55,2.31,0.86,0.01,,,,3.76,3.76,1
SPICEWOOD                5 WNW,30.49,-98.24,0.01,0.36,1.33,0.46,0,,,,2.16,2.16,1
Spicewood 1 NE,30.49,-98.15,,,,,,,,,2.38,0,0
Spicewood 2.2 NW,30.4950285,98.1844717,0.05,0.23,1.27,0.56,0,,,,2.11,2.11,1
Spicewood 2.5 ENE,30.4824272,98.1146961,0.23,0.71,1.27,0.42,0,0,0,0,2.63,2.63,1
Spicewood 2.6 ESE,30.4589405059814,98.117561340332,0.09,0.55,1.67,0.45,,,,,2.76,2.76,1
Spicewood 2.9 ENE,30.488,98.1104,,0.86,1.2,,,,,,2.06,2.06,1
Spicewood 4 W,30.48,-98.22,,,,,,,,,2.12,0,0
Spindeltop Bayou at Dam Ditch 8100,29.71583,-94.3153,2.25,3.3,7.4,5.6,16.61,1.22,0,,36.38,36.38,1
Spindletop Bayou @ State Highway 124 (bridge),29.75389,-94.37639,2.44,2.44,9.77,8.26,16.11,0.94,0,,39.96,39.96,1
Spring 7.1 WSW,30.0074653625488,95.4846343994141,0.01,1.08,13.48,10.83,4.93,0.79,0,0,31.12,31.12,1
SPRING BRANCH            6 SW,29.86,-98.51,0.05,0.36,1.35,0.31,0,,,,2.07,2.07,1
Spring Branch @ Bingle Road,29.796238,-95.500348,0.92,6.04,16.56,6.36,1.8,0,0,,31.68,31.68,1
Spring Branch 0.8 SSE,29.829772,98.40398,0.21,0.53,2.43,0.45,0,0,0,0,3.62,3.62,1
Spring Branch 2 NNW,29.87,-98.42,,,,,,,,,2.31,0,0
Spring Branch 2.2 W,29.845,98.447,0.2,0.7,1.82,0.4,,,,,3.12,3.12,1
Spring Branch 2.4 SW,29.863026,98.45444,0.19,0.76,2,0.45,,,,,3.4,3.4,1
Spring Branch 3 NW,29.86,-98.43,,,,,,,,,2.47,0,0
Spring Branch 4.3 ESE,29.8141,98.3457,0.32,0.6,2.17,0.49,0,0,0,0,3.58,3.58,1
